0	46356031
1	46376442
2	46377084
3	46377728
4	46378693
5	46379702
6	46380317
7	46380977
8	46381601
9	46382584
10	46383905
11	46385084
12	46385717
13	46386315
14	46388521
15	46389077
16	46389787
17	46390405
18	46391093
19	46391777
20	46392412
21	46393054
22	46393734
23	46394682
24	46395328
25	46395950
26	46396601
27	46397281
28	46397956
29	46398886
30	46399577
31	46400275
32	46401266
33	46401918
34	46402612
35	46405501
36	46406152
37	46406762
38	46407335
39	46408283
40	46408866
41	46409702
42	46410212
43	46410744
44	46411318
45	46411914
46	46412441
47	46412949
48	46413446
49	46414024
50	46415195
51	46415832
52	46416373
53	46416963
54	46417577
55	46418438
56	46419188
57	46419786
58	46420716
59	46421362
60	46421916
61	46422552
62	46423093
63	46423594
64	46424542
65	46425152
66	46425733
67	46426274
68	46426844
69	46427495
70	46428176
71	46428730
72	46429282
73	46429842
74	46430468
75	46431133
76	46432104
77	46432673
78	46433282
79	46436370
80	46436917
81	46437462
82	46438122
83	46438670
84	46439245
85	46439827
86	46440634
87	46441242
88	46441794
89	46442631
90	46443216
91	46444303
92	46444907
93	46445492
94	46446165
95	46446759
96	46447616
97	46448269
98	46448782
99	46449292
100	46449844
101	46450707
102	46451513
103	46452661
104	46453231
105	46453822
106	46454403
107	46454997
108	46455529
109	46456116
110	46456664
111	46457264
112	46458479
113	46459379
114	46460483
115	46461032
116	46461561
117	46462125
118	46462646
119	46463121
120	46463716
121	46464262
122	46465267
123	46465767
124	46466311
125	46467419
126	46468019
127	46468688
128	46469377
129	46469944
130	46470634
131	46471190
132	46472652
133	46473250
134	46473991
135	46474618
136	46475326
137	46475990
138	46476633
139	46477573
140	46478268
141	46479227
142	46479856
143	46480391
144	46480938
145	46481593
146	46482167
147	46482971
148	46483478
149	46484063
150	46484401
151	46485661
152	46486277
153	46486820
154	46487423
155	46487991
156	46488558
157	46489122
158	46489704
159	46490624
160	46491850
161	46492460
162	46493030
163	46493997
164	46495639
165	46496190
166	46496752
167	46497347
168	46497874
169	46498440
170	46499113
171	46499635
172	46500196
173	46500746
174	46501616
175	46502263
176	46502851
177	46503477
178	46504159
179	46504697
180	46505316
181	46506185
182	46506762
183	46507330
184	46507890
185	46508462
186	46509143
187	46509692
188	46510212
189	46510745
190	46511325
191	46512703
192	46513251
193	46513828
194	46514327
195	46514853
196	46515489
197	46516027
198	46517085
199	46518003
200	46518836
201	46521006
202	46521919
203	46522438
204	46522934
205	46523492
206	46524058
207	46524983
208	46525514
209	46526034
210	46526557
211	46527141
212	46527689
213	46528185
214	46528726
215	46529307
216	46530433
217	46531047
218	46531591
219	46532160
220	46532727
221	46533532
222	46534590
223	46535128
224	46536239
225	46536793
226	46537366
227	46538177
228	46538729
229	46539239
230	46540393
231	46540968
232	46541507
233	46542054
234	46542607
235	46543190
236	46543768
237	46544344
238	46544879
239	46545443
240	46546037
241	46546903
242	46547468
243	46548039
244	46548865
245	46549501
246	46550043
247	46550566
248	46551129
249	46551723
250	46552584
251	46553162
252	46553748
253	46554320
254	46555449
255	46556328
256	46556858
257	46557462
258	46558340
259	46558843
260	46559388
261	46560226
262	46560757
263	46561360
264	46561896
265	46562702
266	46563224
267	46563746
268	46564289
269	46564800
270	46565314
271	46565864
272	46566390
273	46566894
274	46567440
275	46569843
276	46570738
277	46571358
278	46571980
279	46572569
280	46573360
281	46573829
282	46574374
283	46575150
284	46576946
285	46577442
286	46577928
287	46578429
288	46578943
289	46579471
290	46580335
291	46580806
292	46581215
293	46581639
294	46582661
295	46583148
296	46583795
297	46584252
298	46584700
299	46585100
300	46585533
301	46585998
302	46586433
303	46586869
304	46587325
305	46587754
306	46588197
307	46588598
308	46589241
309	46589656
310	46590099
311	46590540
312	46592055
313	46592657
314	46593094
315	46593509
316	46593924
317	46594351
318	46594739
319	46595158
320	46595607
321	46596013
322	46596479
323	46597249
324	46597877
325	46598266
326	46598893
327	46599278
328	46599684
329	46600093
330	46600479
331	46601345
332	46601756
333	46602183
334	46604096
335	46604562
336	46605063
337	46605490
338	46605899
339	46606350
340	46606768
341	46607178
342	46607615
343	46608019
344	46608662
345	46609122
346	46609582
347	46609988
348	46610845
349	46611272
350	46611681
351	46612338
352	46612733
353	46613170
354	46613619
355	46614064
356	46614684
357	46615097
358	46615531
359	46615979
360	46616612
361	46617040
362	46617478
363	46617901
364	46618306
365	46618705
366	46619127
367	46619574
368	46620024
369	46620452
370	46620923
371	46621371
372	46621767
373	46622200
374	46622810
375	46623506
376	46623957
377	46624374
378	46624773
379	46625172
380	46625808
381	46626234
382	46626605
383	46627415
384	46627849
385	46628276
386	46628722
387	46629345
388	46629760
389	46630189
390	46630658
391	46631057
392	46631420
393	46631835
394	46632242
395	46632697
396	46633152
397	46633645
398	46634125
399	46634560
400	46635188
401	46636032
402	46636480
403	46637206
404	46637622
405	46638557
406	46639047
407	46639482
408	46639942
409	46640355
410	46640783
411	46641173
412	46641551
413	46642229
414	46642667
415	46643103
416	46643486
417	46643899
418	46644325
419	46644721
420	46645335
421	46645733
422	46646118
423	46646508
424	46647358
425	46647777
426	46648220
427	46648591
428	46649055
429	46649488
430	46650078
431	46650508
432	46650956
433	46651385
434	46651887
435	46652277
436	46652716
437	46653179
438	46653610
439	46654101
440	46654557
441	46655006
442	46655418
443	46655846
444	46656284
445	46656683
446	46657095
447	46657544
448	46658061
449	46658447
450	46658865
451	46659530
452	46660026
453	46660508
454	46660935
455	46661560
456	46661960
457	46662692
458	46663116
459	46663759
460	46664148
461	46664517
462	46664942
463	46665320
464	46665698
465	46666355
466	46666765
467	46667149
468	46667571
469	46667983
470	46668366
471	46668780
472	46669167
473	46669588
474	46669990
475	46670407
476	46670841
477	46671312
478	46671755
479	46672396
480	46672988
481	46673396
482	46673787
483	46674259
484	46674699
485	46675151
486	46675558
487	46675973
488	46676427
489	46676874
490	46677340
491	46677763
492	46678106
493	46678577
494	46679218
495	46679647
